date	1. open	2. high	3. low	4. close	5. volume
2019-03-11 14:30:00	178.665	178.94	178.455	178.85	3138232.0
2019-03-11 15:30:00	178.87	179.12	178.7505	178.92	3414749.0
2019-03-12 09:30:00	180.0	181.795	179.38	181.72	8661005.0
2019-03-12 10:30:00	181.75	182.67	181.6846	182.0	5949027.0
2019-03-12 11:30:00	182.0	182.07	181.23	181.65	3607367.0
2019-03-12 12:30:00	181.65	181.73	180.62	181.01	2656973.0
2019-03-12 13:30:00	181.0	181.38	180.61	180.67	2151805.0
2019-03-12 14:30:00	180.67	180.9394	180.22	180.42	2469166.0
2019-03-12 15:30:00	180.41	181.0	180.34	180.98	2465105.0
2019-03-13 09:30:00	182.3	183.3	180.92	181.1541	6943850.0
2019-03-13 10:30:00	181.15	182.28	180.93	182.12	4638813.0
2019-03-13 11:30:00	182.16	182.259	181.64	181.81	2513413.0
2019-03-13 12:30:00	181.78	182.25	181.7568	182.18	1841773.0
2019-03-13 13:30:00	182.165	182.83	182.0641	182.61	2699057.0
2019-03-13 14:30:00	182.6	182.78	182.08	182.3	3215147.0
2019-03-13 15:30:00	182.25	182.53	181.61	181.72	2609330.0
2019-03-14 09:30:00	183.95	183.97	182.59	183.16	6664591.0
2019-03-14 10:30:00	183.13	183.5	182.8	183.17	2720768.0
2019-03-14 11:30:00	183.18	184.1	183.12	183.82	3021094.0
2019-03-14 12:30:00	183.81	183.9116	183.42	183.74	1748940.0
2019-03-14 13:30:00	183.75	183.97	183.58	183.95	1458446.0
2019-03-14 14:30:00	183.9548	183.97	183.44	183.56	1875087.0
2019-03-14 15:30:00	183.565	184.01	183.51	183.73	2552926.0
2019-03-15 09:30:00	184.84	185.34	183.74	185.25	12261774.0
2019-03-15 10:30:00	185.25	186.49	184.91	186.22	4503421.0
2019-03-15 11:30:00	186.21	186.96	186.105	186.6899	3327219.0
2019-03-15 12:30:00	186.6884	186.81	186.38	186.72	2762442.0
2019-03-15 13:30:00	186.71	187.25	186.67	187.03	2995048.0
2019-03-15 14:30:00	187.04	187.32	186.89	187.0	2642621.0
2019-03-15 15:30:00	186.99	187.08	185.9	186.19	10159747.0
2019-03-18 09:30:00	185.89	188.35	185.85	188.32	7453113.0
2019-03-18 10:30:00	188.33	188.39	187.27	187.6	3804541.0
2019-03-18 11:30:00	187.61	187.6523	187.13	187.28	2649126.0
2019-03-18 12:30:00	187.28	187.83	187.02	187.82	2099923.0
2019-03-18 13:30:00	187.81	188.2209	187.7499	187.81	2101329.0
2019-03-18 14:30:00	187.82	188.0614	187.66	187.8	2711799.0
2019-03-18 15:30:00	187.805	188.25	187.77	188.04	2162951.0
2019-03-19 09:30:00	188.38	188.99	187.41	187.455	8168802.0
2019-03-19 10:30:00	187.464	187.79	186.83	187.5263	4462078.0
2019-03-19 11:30:00	187.53	188.39	187.34	188.0118	2947931.0
2019-03-19 12:30:00	188.02	188.1	186.9303	187.33	3152451.0
2019-03-19 13:30:00	187.31	187.38	186.84	187.14	2241576.0
2019-03-19 14:30:00	187.16	187.5167	186.41	186.56	2616426.0
2019-03-19 15:30:00	186.56	186.77	185.92	186.55	3830069.0
2019-03-20 09:30:00	186.22	187.12	184.73	186.97	6093900.0
2019-03-20 10:30:00	187.0	187.377	186.15	186.49	4848000.0
2019-03-20 11:30:00	186.47	187.16	186.32	187.14	3071650.0
2019-03-20 12:30:00	187.135	187.2	186.47	186.83	2095241.0
2019-03-20 13:30:00	186.82	189.21	186.81	189.1854	4005719.0
2019-03-20 14:30:00	189.19	189.49	188.4	188.805	4192236.0
2019-03-20 15:30:00	188.805	188.88	187.87	188.155	3082052.0
2019-03-21 09:30:00	190.01	193.97	189.81	193.835	13418333.0
2019-03-21 10:30:00	193.84	195.1	193.77	194.41	7558016.0
2019-03-21 11:30:00	194.41	195.07	194.14	194.18	4566592.0
2019-03-21 12:30:00	194.177	194.9399	194.05	194.795	3127146.0
2019-03-21 13:30:00	194.82	196.275	194.72	196.15	5050034.0
2019-03-21 14:30:00	196.17	196.1716	195.42	195.76	4363941.0
2019-03-21 15:30:00	195.775	196.32	195.05	195.05	6032531.0
2019-03-22 09:30:00	195.28	197.69	194.01	195.7	14063889.0
2019-03-22 10:30:00	195.71	196.14	193.78	194.378	5743659.0
2019-03-22 11:30:00	194.35	194.63	192.54	192.66	5101046.0
2019-03-22 12:30:00	192.63	193.44	192.0303	192.57	3178054.0
2019-03-22 13:30:00	192.56	193.18	192.02	192.96	2648831.0
2019-03-22 14:30:00	192.9527	193.65	192.25	192.28	3196431.0
2019-03-22 15:30:00	192.26	192.29	190.78	191.06	5249451.0
2019-03-25 09:30:00	191.54	191.9592	187.25	188.7082	12989985.0
2019-03-25 10:30:00	188.7	190.5	188.56	190.35	5124354.0
2019-03-25 11:30:00	190.365	190.95	190.01	190.56	3148621.0
2019-03-25 12:30:00	190.58	190.66	188.2	188.6186	4477769.0
2019-03-25 13:30:00	188.59	189.17	187.2	187.71	5370790.0
2019-03-25 14:30:00	187.69	188.4	186.6	187.88	6286108.0
2019-03-25 15:30:00	187.9	188.8	187.66	188.76	4253150.0
2019-03-26 09:30:00	191.6	192.88	190.19	191.94	12010436.0
2019-03-26 10:30:00	191.95	192.43	191.07	191.64	5258165.0
2019-03-26 11:30:00	191.63	191.95	190.73	190.78	4547006.0
2019-03-26 12:30:00	190.78	191.08	190.17	190.5094	3248206.0
2019-03-26 13:30:00	190.51	190.53	188.165	188.165	6258253.0
2019-03-26 14:30:00	188.1516	188.31	185.535	185.6	6990597.0
2019-03-26 15:30:00	185.58	186.78	184.585	186.769	6429509.0
2019-03-27 09:30:00	188.71	189.68	188.19	189.4965	8512859.0
2019-03-27 10:30:00	189.5	189.76	187.28	187.41	4873870.0
2019-03-27 11:30:00	187.39	188.38	186.55	188.29	3994604.0
2019-03-27 12:30:00	188.29	189.05	187.63	188.91	2656715.0
2019-03-27 13:30:00	188.92	189.35	188.68	188.88	2166403.0
2019-03-27 14:30:00	188.87	189.06	188.09	188.55	2389734.0
2019-03-27 15:30:00	188.55	188.87	188.2	188.47	2468619.0
2019-03-28 09:30:00	188.93	189.559	187.82	188.08	5118181.0
2019-03-28 10:30:00	188.08	188.825	187.99	188.11	4072864.0
2019-03-28 11:30:00	188.1	188.835	187.9562	188.16	2209036.0
2019-03-28 12:30:00	188.18	188.495	188.01	188.34	1807950.0
2019-03-28 13:30:00	188.35	188.41	187.6501	187.7938	2046801.0
2019-03-28 14:30:00	187.79	188.58	187.53	188.43	2252656.0
2019-03-28 15:30:00	188.43	188.86	188.37	188.69	2108469.0
2019-03-29 09:30:00	190.0	190.08	188.78	189.61	4968529.0
2019-03-29 10:30:00	189.6	189.63	188.54	189.16	2746827.0
2019-03-29 11:30:00	189.15	189.5993	188.95	189.26	2312995.0
2019-03-29 12:30:00	189.26	189.41	189.0	189.19	1332120.0
2019-03-29 13:30:00	189.18	189.54	189.11	189.51	1405593.0
2019-03-29 14:30:00	189.52	189.94	189.27	189.39	2426567.0
2019-03-29 15:30:00	189.4	190.0	189.32	189.94	3701789.0
2019-04-01 09:30:00	191.58	191.6708	188.5631	188.94	7762499.0
2019-04-01 10:30:00	188.9402	190.4	188.389	190.21	4532051.0
2019-04-01 11:30:00	190.18	190.4	189.6901	190.2701	2234420.0
2019-04-01 12:30:00	190.28	190.68	189.93	190.1937	1876660.0
2019-04-01 13:30:00	190.18	190.83	190.1355	190.61	1833884.0
2019-04-01 14:30:00	190.63	191.145	190.575	191.13	2236294.0
2019-04-01 15:30:00	191.13	191.45	190.93	191.23	2893089.0
2019-04-02 09:30:00	191.09	193.08	191.05	192.82	6193256.0
2019-04-02 10:30:00	192.82	192.85	192.11	192.4	2622538.0
2019-04-02 11:30:00	192.415	192.88	192.35	192.8647	1754891.0
2019-04-02 12:30:00	192.8679	193.07	192.66	193.06	1484669.0
2019-04-02 13:30:00	193.06	193.84	193.0	193.53	2744072.0
2019-04-02 14:30:00	193.52	194.29	193.5	193.99	2486367.0
2019-04-02 15:30:00	193.99	194.46	193.9801	194.04	2785902.0
2019-04-03 09:30:00	193.39	196.0	193.15	195.9	6829831.0
2019-04-03 10:30:00	195.9	196.5	195.51	195.93	3554182.0
2019-04-03 11:30:00	195.93	196.45	195.79	196.138	1940920.0
2019-04-03 12:30:00	196.0895	196.09	195.5558	195.7199	1524528.0
2019-04-03 13:30:00	195.7028	195.77	194.74	195.335	2318962.0
2019-04-03 14:30:00	195.3341	195.454	194.36	194.96	2222251.0
2019-04-03 15:30:00	194.97	195.42	194.73	195.35	3646141.0
2019-04-04 09:30:00	194.8	196.19	194.7608	195.312	4479972.0
2019-04-04 10:30:00	195.31	196.1599	194.8	195.88	3224603.0
2019-04-04 11:30:00	195.89	196.37	195.42	195.73	2051663.0
2019-04-04 12:30:00	195.73	195.77	195.22	195.5	1673849.0
2019-04-04 13:30:00	195.51	195.6	195.35	195.4946	1422282.0
2019-04-04 14:30:00	195.49	196.09	195.49	195.67	2308310.0
2019-04-04 15:30:00	195.75	195.84	193.14	195.72	2047097.0
2019-04-05 09:30:00	196.45	197.1	195.93	196.385	5460546.0
2019-04-05 10:30:00	196.4	196.669	196.07	196.2875	2224567.0
2019-04-05 11:30:00	196.28	196.92	196.22	196.84	1728190.0
2019-04-05 12:30:00	196.84	196.85	196.3671	196.57	1575296.0
2019-04-05 13:30:00	196.57	196.9	196.43	196.8	1311341.0
2019-04-05 14:30:00	196.8	196.96	196.65	196.93	1670724.0
2019-04-05 15:30:00	196.92	197.07	196.8366	197.01	2171133.0
2019-04-08 09:30:00	196.6421	197.85	196.6421	197.58	5039330.0
2019-04-08 10:30:00	197.695	199.37	197.67	199.11	5093773.0
2019-04-08 11:30:00	199.1	199.5	198.61	198.8	3161554.0
2019-04-08 12:30:00	198.8	199.4	198.7	199.36	1952701.0
2019-04-08 13:30:00	199.3659	199.96	199.26	199.9	2280988.0
2019-04-08 14:30:00	199.9	200.0	199.56	199.9	2322741.0
2019-04-08 15:30:00	199.89	200.22	199.81	200.08	3976845.0
2019-04-09 09:30:00	200.32	202.73	199.68	202.62	11592927.0
2019-04-09 10:30:00	202.62	202.85	201.71	201.9205	4296389.0
2019-04-09 11:30:00	201.9333	202.2	201.77	202.0153	2479795.0
2019-04-09 12:30:00	202.01	202.28	200.08	200.2	3623125.0
2019-04-09 13:30:00	200.19	200.21	199.3	199.38	4600103.0
2019-04-09 14:30:00	199.38	199.94	199.23	199.46	3687276.0
2019-04-09 15:30:00	199.465	200.0	199.25	199.5	3272423.0
2019-04-10 09:30:00	198.77	199.97	198.18	198.85	7182495.0
2019-04-10 10:30:00	198.86	199.71	198.7002	199.4985	3219373.0
2019-04-10 11:30:00	199.5	199.65	199.14	199.485	1612413.0
2019-04-10 12:30:00	199.49	199.73	199.27	199.58	1323938.0
2019-04-10 13:30:00	199.58	200.0	199.3261	199.55	2038400.0
2019-04-10 14:30:00	199.55	200.45	199.37	200.35	2699451.0
2019-04-10 15:30:00	200.37	200.74	200.1895	200.66	2450785.0
2019-04-11 09:30:00	200.85	200.94	199.76	200.7	5522883.0
2019-04-11 10:30:00	200.71	200.83	200.22	200.3	2174410.0
2019-04-11 11:30:00	200.293	200.4065	199.62	200.21	2118292.0
2019-04-11 12:30:00	200.21	200.31	199.85	199.87	1411504.0
2019-04-11 13:30:00	199.8601	199.91	198.75	198.8	2592802.0
2019-04-11 14:30:00	198.8	199.32	198.77	198.96	1684789.0
2019-04-11 15:30:00	198.97	199.125	198.4431	198.95	2706595.0
2019-04-12 09:30:00	199.2	200.14	197.86	198.41	7276213.0
2019-04-12 10:30:00	198.43	198.6	196.21	197.285	5905723.0
2019-04-12 11:30:00	197.28	197.89	197.04	197.62	2696039.0
2019-04-12 12:30:00	197.62	197.97	197.56	197.8364	1836773.0
2019-04-12 13:30:00	197.84	199.1	197.76	199.099	2687293.0
2019-04-12 14:30:00	199.0964	199.14	198.51	198.9483	2303606.0
2019-04-12 15:30:00	198.94	199.05	198.42	198.88	2686760.0
2019-04-15 09:30:00	198.58	199.85	198.51	198.74	4591142.0
2019-04-15 10:30:00	198.74	198.96	198.01	198.88	2219707.0
2019-04-15 11:30:00	198.88	199.38	198.5	198.65	2021054.0
2019-04-15 12:30:00	198.66	198.98	198.5	198.87	1240240.0
2019-04-15 13:30:00	198.86	199.16	198.82	198.98	1201628.0
2019-04-15 14:30:00	198.97	199.33	198.81	199.2465	1650268.0
2019-04-15 15:30:00	199.241	199.3	198.9	199.23	1771546.0
2019-04-16 09:30:00	199.46	201.37	199.01	201.355	6703227.0
2019-04-16 10:30:00	201.36	201.36	200.05	200.125	3402145.0
2019-04-16 11:30:00	200.12	200.14	199.78	199.95	1988423.0
2019-04-16 12:30:00	199.95	200.04	199.565	199.57	1613656.0
2019-04-16 13:30:00	199.5616	199.85	199.3548	199.8	1768742.0
2019-04-16 14:30:00	199.81	200.53	198.56	199.78	6119490.0
2019-04-16 15:30:00	199.77	199.77	198.772	199.25	2814651.0
2019-04-17 09:30:00	199.54	201.57	198.61	201.46	8798206.0
2019-04-17 10:30:00	201.49	201.92	200.91	201.56	3168506.0
2019-04-17 11:30:00	201.55	202.0	201.2	201.962	2429074.0
2019-04-17 12:30:00	201.98	203.1	201.93	202.75	3517498.0
2019-04-17 13:30:00	202.7605	203.28	202.26	202.3	3368775.0
2019-04-17 14:30:00	202.3	203.2	202.27	202.7801	2820452.0
2019-04-17 15:30:00	202.79	203.38	202.75	203.135	3138592.0
2019-04-18 09:30:00	203.12	203.85	202.52	203.1999	8695405.0
2019-04-18 10:30:00	203.18	203.94	202.87	203.25	3922903.0
2019-04-18 11:30:00	203.26	203.49	203.04	203.29	1598265.0
2019-04-18 12:30:00	203.29	203.66	203.15	203.55	1454034.0
2019-04-18 13:30:00	203.55	204.0	203.47	203.95	1546813.0
2019-04-18 14:30:00	203.95	204.06	203.74	204.04	1623620.0
2019-04-18 15:30:00	203.96	204.15	203.61	203.86	2082715.0
2019-04-22 09:30:00	202.83	204.39	202.34	204.1	4891734.0
2019-04-22 10:30:00	204.1	204.92	203.87	204.87	2102387.0
2019-04-22 11:30:00	204.88	204.94	204.5	204.695	1235611.0
2019-04-22 12:30:00	204.6951	204.71	204.23	204.33	1391234.0
2019-04-22 13:30:00	204.3267	204.66	204.18	204.35	1404050.0
2019-04-22 14:30:00	204.3485	204.4551	204.06	204.31	1469658.0
2019-04-22 15:30:00	204.31	204.7	204.3	204.64	1399462.0
2019-04-23 09:30:00	204.43	205.92	203.9	205.82	6080257.0
2019-04-23 10:30:00	205.82	206.5	205.45	206.47	2981508.0
2019-04-23 11:30:00	206.47	207.16	206.39	207.04	2524236.0
2019-04-23 12:30:00	207.04	207.54	206.8665	207.2672	1865028.0
2019-04-23 13:30:00	207.267	207.43	206.88	207.03	1712126.0
2019-04-23 14:30:00	207.03	207.75	206.93	207.515	2518391.0
2019-04-23 15:30:00	207.52	207.62	207.0	207.51	2392902.0
2019-04-24 09:30:00	207.36	208.4	207.14	208.0617	5752446.0
2019-04-24 10:30:00	208.07	208.48	207.67	207.96	2012773.0
2019-04-24 11:30:00	207.97	208.3	207.51	207.69	1629657.0
2019-04-24 12:30:00	207.68	207.7	207.1603	207.68	1355217.0
2019-04-24 13:30:00	207.68	207.78	207.38	207.6344	1115635.0
2019-04-24 14:30:00	207.63	207.98	207.12	207.31	1478345.0
2019-04-24 15:30:00	207.31	207.94	207.09	207.18	1784482.0
2019-04-25 09:30:00	206.83	207.76	205.1202	205.68	5781239.0
2019-04-25 10:30:00	205.67	206.6	205.32	206.34	2242053.0
2019-04-25 11:30:00	206.37	206.77	205.71	206.22	1634354.0
2019-04-25 12:30:00	206.22	206.4097	205.5	205.94	1298449.0
2019-04-25 13:30:00	205.9407	206.44	205.845	206.16	1134317.0
2019-04-25 14:30:00	206.16	206.26	205.51	205.595	1461350.0
2019-04-25 15:30:00	205.62	205.67	205.13	205.24	2601653.0
2019-04-26 09:30:00	204.9	205.0	202.12	204.19	5390832.0
2019-04-26 10:30:00	204.19	204.55	203.58	204.44	2312844.0
2019-04-26 11:30:00	204.43	204.77	204.33	204.67	1528304.0
2019-04-26 12:30:00	204.6705	204.81	203.875	204.05	1181854.0
2019-04-26 13:30:00	204.045	204.06	203.51	203.7066	1538936.0
2019-04-26 14:30:00	203.71	204.39	203.35	204.28	2075748.0
2019-04-26 15:30:00	204.28	204.65	203.74	204.29	2585474.0
2019-04-29 09:30:00	204.4	205.97	203.86	205.2984	5637213.0
2019-04-29 10:30:00	205.31	205.68	204.81	204.9741	2935378.0
2019-04-29 11:30:00	204.9716	205.07	204.765	204.995	3401956.0
2019-04-29 12:30:00	204.99	205.2	204.91	205.12	2392193.0
2019-04-29 13:30:00	205.12	205.1205	204.78	204.9979	1460295.0
2019-04-29 14:30:00	205.0	205.2	204.8831	204.96	1586336.0
2019-04-29 15:30:00	204.96	205.24	204.44	204.61	2332473.0
2019-04-30 09:30:00	203.0	203.4	200.33	200.9029	9386282.0
2019-04-30 10:30:00	200.91	201.32	199.11	199.68	6823442.0
2019-04-30 11:30:00	199.68	200.87	199.68	200.8261	3665073.0
2019-04-30 12:30:00	200.82	200.96	200.17	200.5765	3688618.0
2019-04-30 13:30:00	200.5794	201.5	200.4639	201.355	3505146.0
2019-04-30 14:30:00	201.36	201.485	200.76	200.76	4072995.0
2019-04-30 15:30:00	200.765	201.0	200.5	200.57	5050361.0
2019-05-01 09:30:00	209.88	212.89	209.23	212.65	0.0
2019-05-01 10:30:00	212.64	214.92	212.4	214.42	8832846.0
2019-05-01 11:30:00	214.44	215.31	213.68	214.11	7579814.0
2019-05-01 12:30:00	214.11	214.68	213.26	214.1301	4791197.0
2019-05-01 13:30:00	214.13	215.1	213.73	214.83	4390643.0
2019-05-01 14:30:00	214.83	214.92	213.43	213.7442	5739146.0
2019-05-01 15:30:00	213.74	213.74	210.45	210.52	8399236.0
2019-05-02 09:30:00	209.84	212.65	209.5	211.4	0.0
2019-05-02 10:30:00	211.4	212.0903	209.77	209.81	4462460.0
2019-05-02 11:30:00	209.81	210.49	208.13	209.15	4798361.0
2019-05-02 12:30:00	209.16	209.96	208.41	209.615	2932747.0
2019-05-02 13:30:00	209.63	210.29	209.48	209.6	2328221.0
2019-05-02 14:30:00	209.61	209.9	208.97	209.7199	2370134.0
2019-05-02 15:30:00	209.7	209.7	208.67	208.93	2093350.0
2019-05-03 09:30:00	210.73	211.46	210.23	210.7225	6068481.0
2019-05-03 10:30:00	210.75	211.09	210.56	210.94	2864869.0
2019-05-03 11:30:00	210.94	211.35	210.75	211.19	2053670.0
2019-05-03 12:30:00	211.19	211.52	210.83	211.449	1671251.0
2019-05-03 13:30:00	211.45	211.7	211.09	211.3145	1590864.0
2019-05-03 14:30:00	211.31	211.4415	210.98	211.1851	1430337.0
2019-05-03 15:30:00	211.18	211.81	211.08	211.78	2714488.0
2019-05-06 09:30:00	204.25	208.71	203.5	207.5849	0.0
2019-05-06 10:30:00	207.58	208.25	206.8	208.212	4703440.0
2019-05-06 11:30:00	208.2245	208.35	206.8448	206.9298	2893877.0
2019-05-06 12:30:00	206.93	207.43	206.53	207.415	2527680.0
2019-05-06 13:30:00	207.44	207.95	207.32	207.87	1811018.0
2019-05-06 14:30:00	207.86	208.84	207.849	208.541	3144783.0
2019-05-06 15:30:00	208.56	208.75	208.32	208.6	2154620.0
2019-05-07 09:30:00	205.88	207.4175	204.71	205.77	7988190.0
2019-05-07 10:30:00	205.76	205.87	203.79	204.225	4808848.0
2019-05-07 11:30:00	204.23	204.87	203.53	204.78	3619044.0
2019-05-07 12:30:00	204.7861	204.96	201.8	202.55	3765725.0
2019-05-07 13:30:00	202.58	202.81	201.47	201.94	4653264.0
2019-05-07 14:30:00	201.92	202.24	200.85	201.62	5329808.0
2019-05-07 15:30:00	201.61	202.97	200.825	202.9	4686961.0
2019-05-08 09:30:00	202.0	204.98	201.75	203.5	7641494.0
2019-05-08 10:30:00	203.51	205.33	202.97	204.73	4480807.0
2019-05-08 11:30:00	204.75	204.95	203.01	203.25	3080852.0
2019-05-08 12:30:00	203.27	204.52	203.03	204.1665	1974335.0
2019-05-08 13:30:00	204.18	204.45	203.96	204.2743	1314437.0
2019-05-08 14:30:00	204.2707	204.85	204.16	204.75	1634546.0
2019-05-08 15:30:00	204.765	204.81	202.54	202.9	2748240.0
2019-05-09 09:30:00	200.4	200.83	197.15	197.31	11675442.0
2019-05-09 10:30:00	197.31	198.44	196.9	197.28	4556481.0
2019-05-09 11:30:00	197.2852	199.24	197.18	198.95	3735748.0
2019-05-09 12:30:00	198.95	201.41	198.95	200.51	4774595.0
2019-05-09 13:30:00	200.49	201.68	200.4	201.19	2613842.0
2019-05-09 14:30:00	201.19	201.51	199.05	200.27	3165266.0
2019-05-09 15:30:00	200.27	200.9	199.93	200.67	2547139.0
2019-05-10 09:30:00	197.419	198.85	195.43	195.58	8709454.0
2019-05-10 10:30:00	195.55	195.69	192.77	193.85	8682503.0
2019-05-10 11:30:00	193.87	195.77	193.07	195.46	4764488.0
2019-05-10 12:30:00	195.44	196.92	195.03	196.11	3641291.0
2019-05-10 13:30:00	196.117	197.0167	195.425	195.75	3606545.0
2019-05-10 14:30:00	195.79	198.55	195.69	198.34	3827574.0
2019-05-10 15:30:00	198.33	198.35	196.4394	197.3	3816474.0
2019-05-13 09:30:00	187.71	189.48	185.7	187.1642	19332487.0
2019-05-13 10:30:00	187.17	188.5	186.5001	187.2	6350368.0
2019-05-13 11:30:00	187.18	187.501	186.1601	186.585	4536523.0
2019-05-13 12:30:00	186.58	186.84	185.08	185.39	5015671.0
2019-05-13 13:30:00	185.37	187.52	185.27	187.0393	5537793.0
2019-05-13 14:30:00	187.07	187.45	185.5	185.5	5005065.0
2019-05-13 15:30:00	185.49	185.88	182.85	185.72	6246557.0
2019-05-14 09:30:00	186.41	187.6768	185.41	187.12	10295803.0
2019-05-14 10:30:00	187.125	187.95	186.16	187.72	5116189.0
2019-05-14 11:30:00	187.69	189.02	187.62	188.233	4435027.0
2019-05-14 12:30:00	188.29	189.4869	188.28	189.28	3071725.0
2019-05-14 13:30:00	189.28	189.7	188.87	189.45	2993134.0
2019-05-14 14:30:00	189.44	189.63	188.69	189.47	3109373.0
2019-05-14 15:30:00	189.46	189.51	188.52	188.65	3239495.0
2019-05-15 09:30:00	186.28	189.3	186.02	189.15	7163330.0
2019-05-15 10:30:00	189.12	190.38	188.9	190.2537	4594910.0
2019-05-15 11:30:00	190.25	190.76	189.93	190.3363	2638785.0
2019-05-15 12:30:00	190.3618	190.6	189.92	190.5481	2114315.0
2019-05-15 13:30:00	190.56	191.55	190.56	191.4	2181700.0
2019-05-15 14:30:00	191.405	191.64	190.935	191.56	2487741.0
2019-05-15 15:30:00	191.56	191.75	190.78	190.92	2985943.0
2019-05-16 09:30:00	189.91	190.47	188.84	190.4698	8413514.0
2019-05-16 10:30:00	190.46	191.55	190.22	191.03	4183056.0
2019-05-16 11:30:00	191.03	192.385	190.95	192.2201	2637931.0
2019-05-16 12:30:00	192.25	192.4689	191.1	191.32	2644162.0
2019-05-16 13:30:00	191.33	191.33	190.23	190.81	4306717.0
2019-05-16 14:30:00	190.79	190.98	189.79	189.79	3289279.0
2019-05-16 15:30:00	189.78	190.05	189.21	190.0	3393424.0
2019-05-17 09:30:00	186.76	189.33	186.76	189.24	8443253.0
2019-05-17 10:30:00	189.25	190.9	188.7	189.965	4236749.0
2019-05-17 11:30:00	189.96	190.03	188.57	189.33	3079322.0
2019-05-17 12:30:00	189.33	190.22	189.13	189.65	2237061.0
2019-05-17 13:30:00	189.66	190.2	189.35	189.715	2497555.0
2019-05-17 14:30:00	189.72	189.98	188.0	189.0	4103528.0
2019-05-17 15:30:00	188.9926	189.39	188.55	188.98	4712597.0
2019-05-20 09:30:00	183.59	183.99	180.2839	183.651	14398510.0
2019-05-20 10:30:00	183.689	184.349	182.25	182.75	4925092.0
2019-05-20 11:30:00	182.76	183.42	182.33	182.8301	3371150.0
2019-05-20 12:30:00	182.85	183.2	182.2	182.6973	2322724.0
2019-05-20 13:30:00	182.674	183.07	182.21	182.4301	2306818.0
2019-05-20 14:30:00	182.42	182.86	181.7484	182.84	3911123.0
2019-05-20 15:30:00	182.84	183.25	180.37	183.07	3214366.0
2019-05-21 09:30:00	185.38	186.5	185.17	186.4673	7673966.0
2019-05-21 10:30:00	186.47	187.85	186.47	187.5777	4367344.0
